src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.146.129,35.244.181.201,38528,443,6,2025-06-23 15:57:12,107.23849701881409,90.54584193115335,0.3543503597717639,0.18650018935355994,0.16785017041820394,20,18,2483,7227,364,60,124.15,86.85808828197868,3456,60,401.5,803.2011129087022,3456,60,255.52631578947367,573.3559442276355,328737.03878116346,400,360,20,18,2.898337757265246,58.369524002075195,0.0,12.124441016277109,107.23849701881409,58.36952447891235,0.0,5.644131422042847,16.455083384580167,107.17575860023499,58.369524240493774,0.0,6.3044563882491165,17.28342581245621,10,7,0,0,0,3,0,17,36,0,0,0.9,255.52631578947367,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.15,401.5,0,20,18,2483,7227
192.168.146.129,74.125.4.134,34956,443,6,2025-06-23 15:57:20,93.11096334457397,132.15414767499635,0.37589558460990424,0.19331772922795076,0.1825778553819535,18,17,5175,7130,3394,60,287.5,768.9576097260209,4677,60,419.4117647058824,1120.6545387208803,4677,60,351.57142857142856,958.3496017548468,918433.9591836736,360,340,20,16,2.7385577454286465,10.242291927337646,0.0,4.493545617515788,93.1109631061554,10.242292165756226,0.0,5.477115476832671,5.038304840664737,93.09427046775818,11.11077356338501,0.0,5.818391904234886,5.12676423427206,3,2,0,0,0,3,0,5,33,0,0,0.9444444444444444,351.57142857142856,64240,64240,0,0,0,0,0,0,0,0,0,0,1517.0,4.0,0,76130.50442107278,287.5,419.4117647058824,0,18,17,5175,7130
192.168.146.129,142.250.200.99,33280,80,6,2025-06-23 15:57:24,93.13267517089844,33.9837763082852,0.2899089922033809,0.16106055122410048,0.1288484409792804,15,12,1349,1816,481,60,89.93333333333334,104.62406776433207,1156,60,151.33333333333334,302.9183975191265,1156,60,117.22222222222223,218.61861486486484,47794.09876543211,300,240,20,13,3.5820259681114783,10.260664701461792,0.0,4.83712883487007,93.13267469406128,10.260664701461792,0.0,6.652333906718662,4.798789307629083,93.11722540855408,11.255242824554443,0.004098653793334961,8.465202309868552,3.978357695403206,1,1,0,0,0,3,0,2,25,0,0,0.8,117.22222222222223,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.93333333333334,151.33333333333334,0,15,12,1349,1816
192.168.146.129,34.149.100.209,40846,443,6,2025-06-23 15:56:43,140.4855031967163,5639.4929154406755,2.035797242364043,0.9680714159493351,1.0677258264147078,136,150,14682,777585,318,60,107.95588235294117,57.158946040464635,45238,60,5183.9,8691.654610985564,45238,60,2770.164335664336,6785.930378537965,46048851.10236441,2720,3000,20,134,0.49293159016391686,58.97014141082764,0.0,4.7102635299787,140.4855031967163,58.97014141082764,0.0,1.0406333570127133,6.802088197755541,81.50004243850708,46.32704949378967,0.0,0.5469801505940073,4.389102744473419,75,74,0,0,0,3,0,149,284,0,0,1.1029411764705883,2770.164335664336,64240,64240,0,0,0,0,0,0,0,0,0,0,1430.0,5.0,0,50555.93250054788,107.95588235294117,5183.9,0,136,150,14682,777585
192.168.146.129,142.250.184.14,40694,443,6,2025-06-23 15:57:04,117.46454215049744,105.94686508934133,0.27242263421927865,0.13621131710963932,0.13621131710963932,16,16,2650,9795,721,60,165.625,207.73837963891026,6672,60,612.1875,1611.1915318619788,6672,60,388.90625,1170.2141726884602,1369401.2099609375,320,320,20,14,3.7891787790483042,58.845497608184814,0.0,14.39301338790137,117.46454215049744,58.845497608184814,0.0,7.8309694766998295,19.911741603819042,117.43419075012207,58.892366886138916,0.0,7.828946050008138,19.921759241376492,9,6,0,0,0,3,0,15,30,0,0,1.0,388.90625,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.625,612.1875,0,16,16,2650,9795
192.168.146.129,89.115.247.140,60706,443,6,2025-06-23 15:57:26,97.36317682266235,5164.272740564125,0.749770112092403,0.3183955270529382,0.4313745850394647,31,42,5818,496992,3250,60,187.67741935483872,571.9133922193041,58454,60,11833.142857142857,14862.218322167868,58454,60,6887.808219178082,12663.258485479533,160358115.4700694,620,840,20,29,1.3522663447591994,10.242093801498413,0.0,3.4037365990116326,97.3631763458252,10.242094039916992,0.0,3.2454392115275064,4.65413478032226,97.33974933624268,15.187351942062378,0.0,2.374140227713236,4.522100024789541,3,23,0,0,0,3,0,26,71,0,0,1.3548387096774193,6887.808219178082,64240,64240,0,0,0,0,0,0,0,0,0,0,18096.0,6.0,0,216577.80575941925,187.67741935483872,11833.142857142857,0,31,42,5818,496992
192.168.146.129,34.49.51.44,40788,443,6,2025-06-23 15:57:11,170.71858716011047,40.58140425859131,0.1464398248361407,0.07614870891479318,0.07029111592134754,13,12,2068,4860,726,60,159.07692307692307,178.02180572505569,3253,60,405.0,877.201326188388,3253,60,277.12,633.1875753676788,400926.50560000003,260,240,20,11,7.113274465004603,111.91277718544006,0.0,24.792266906370497,170.71858716011047,111.91277718544006,0.0,14.226548930009207,33.58743523677437,58.74664258956909,58.66558623313904,0.0002536773681640625,5.340603871779009,16.86284146247746,8,4,0,0,0,3,0,12,23,0,0,0.9230769230769231,277.12,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.07692307692307,405.0,0,13,12,2068,4860
192.168.146.129,151.101.1.91,37078,443,6,2025-06-23 15:57:11,117.40221953392029,59.794440240303594,0.2129431632489444,0.11073044488945111,0.10221271835949332,13,12,1702,5318,422,60,130.92307692307693,106.07795503486433,4071,60,443.1666666666667,1097.2777552754008,4071,60,280.8,779.8174145272725,608115.2,260,240,20,11,4.891759147246678,58.650675535202026,0.0,16.17352109444678,117.40221953392029,58.650675535202026,0.0,9.783518294493357,21.801572480898194,58.746642112731934,58.45921540260315,0.00020813941955566406,5.340603828430176,16.79768808492525,6,5,0,0,0,3,0,11,23,0,0,0.9230769230769231,280.8,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.92307692307693,443.1666666666667,0,13,12,1702,5318
192.168.146.129,35.190.72.216,47538,443,6,2025-06-23 15:57:12,117.28747487068176,60.4156582602946,0.24725572813273264,0.12789089386175825,0.11936483427097437,15,14,2167,4919,738,60,144.46666666666667,169.98700603935063,3156,60,351.35714285714283,796.0167449013026,3156,60,244.3448275862069,575.7869742488322,331530.6397146254,300,280,20,13,4.188838388238635,58.589805364608765,0.0,15.059320735734437,117.28747463226318,58.589805364608765,0.0,8.37767675944737,20.456632221851148,117.26338195800781,58.6351215839386,0.0002970695495605469,9.020260150615986,21.101946630439336,8,5,0,0,0,3,0,13,27,0,0,0.9333333333333333,244.3448275862069,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.46666666666667,351.35714285714283,0,15,14,2167,4919
192.168.146.129,151.101.1.91,46878,443,6,2025-06-23 15:57:13,117.71931385993958,5801.197591183025,1.6649774244623736,0.7475408844524943,0.9174365400098794,88,108,10827,672086,720,60,123.0340909090909,92.30931806403014,36766,60,6223.018518518518,8749.833759247766,36766,60,3484.25,7169.052591162025,51395315.05484694,1760,2160,20,86,0.6036887890253312,58.6915979385376,0.0,5.902899320657571,117.71931385993958,58.6915979385376,0.0,1.353095561608501,8.779815100304516,117.71096968650818,58.69253754615784,0.0,1.100102520434656,7.936899371970072,45,62,0,0,0,3,0,107,194,0,0,1.2272727272727273,3484.25,64240,64240,0,0,0,0,0,0,0,0,137.0,4.0,47073.71428571428,5.0,0,6237010.207197816,123.0340909090909,6223.018518518518,0,88,108,10827,672086
192.168.146.129,34.107.152.202,41776,443,6,2025-06-23 15:58:04,102.19830441474915,42211.40482422151,49.59964873221955,24.413320889107865,25.186327843111684,2495,2574,364447,3949487,658,60,146.07094188376755,53.61298426200116,21839,60,1534.377233877234,3542.146592065851,21839,60,851.0424146774511,2618.075262114978,6854318.078098411,49900,51480,20,2493,0.020165411289413803,58.32127285003662,0.0,0.8470600350468026,102.19830441474915,58.3212730884552,0.0,0.04097766816950647,1.2071430990527703,17.38963556289673,0.30231785774230957,0.0,0.006758505854215596,0.012879201336623049,1975,602,0,0,0,3,0,2577,5067,0,0,1.0316633266533066,851.0424146774511,64240,64240,0,0,0,0,0,0,0,0,480.76666666666665,4.0,5244.506329113924,4.189873417721519,9309.38154671184,328572.8491504933,146.07094188376755,1534.377233877234,0,2495,2574,364447,3949487
