src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.10.132,192.168.10.131,54108,5555,6,2025-07-04 15:05:42,215.83976435661316,12028.784444512166,0.9497786499678365,0.44014132559485103,0.5096373243729855,95,110,2589022,7268,65226,66,27252.863157894735,24034.981521287733,74,66,66.07272727272728,0.759295018829858,65226,66,12664.829268292682,21248.4495809751,451496609.5952409,1900,2200,20,92,1.058038060571633,215.55053520202637,0.0,15.054422412289089,0.289229154586792,0.020312070846557617,0.0,0.0030769058998594894,0.004632825319689532,215.83947491645813,215.55291533470154,0.0,1.9801786689583314,20.551047049574343,59,0,0,0,1,3,0,59,203,0,0,1.1578947368421053,12664.829268292682,64240,65160,0,0,0,0,0,0,0,0,2582736.0,92.0,0,0,8957085.597795287,0,27252.863157894735,66.07272727272728,0,95,110,2589022,7268
