Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,MSE
5555,6,215.8397643566132,95,110,2589022,7268,65226,66,27252.86315789473,24034.981521287733,74,66,66.07272727272728,0.759295018829858,12028.784444512166,0.9497786499678365,1.058038060571633,15.054422412289089,215.5505352020264,0.0,0.289229154586792,0.0030769058998594,0.0046328253196895,0.0203120708465576,0.0,215.83947491645813,1.9801786689583316,20.551047049574343,215.55291533470157,0.0,59,0,0,0,1900,2200,0.440141325594851,0.5096373243729855,66,65226,12664.829268292682,21248.4495809751,451496609.5952409,1,3,0,59,203,0,0,0,12664.829268292682,27252.86315789473,66.07272727272728,2582736.0,92.0,8957085.597795287,0,0,0,95,2589022,110,7268,64240,65160,92,20,0,0,0,0,0,0,0,0,1155963827050.8887
